property;value;
upperarmLeft;0.26526;
shoulderHalfLeft;0.183533;
neck;0.0778864;
shoulderHalfRight;0.200984;
upperarmRight;0.211825;
forearmRight;0.19892;
shoulder;0.36759;
upperBody;0.242735;
hip;0.152859;
lowerBody;0.338087;
body;0.58078;
lowerLegLeft;0.267801;
upperLegLeft;0.448316;
upperLegRight;0.401371;
lowerLegRight;0.36344;
forearmLeft;0.249931;
upperarmLeft;0.265157;
shoulderHalfLeft;0.183634;
neck;0.0778931;
shoulderHalfRight;0.200827;
upperarmRight;0.212143;
forearmRight;0.198926;
shoulder;0.36747;
upperBody;0.242756;
hip;0.152861;
lowerBody;0.338107;
body;0.580823;
lowerLegLeft;0.267562;
upperLegLeft;0.448347;
upperLegRight;0.401384;
lowerLegRight;0.363339;
forearmLeft;0.250329;
upperarmLeft;0.264885;
shoulderHalfLeft;0.183597;
neck;0.0778913;
shoulderHalfRight;0.200731;
upperarmRight;0.211969;
forearmRight;0.198941;
shoulder;0.367297;
upperBody;0.242752;
hip;0.152875;
lowerBody;0.338104;
body;0.580815;
lowerLegLeft;0.267526;
upperLegLeft;0.448403;
upperLegRight;0.4011;
lowerLegRight;0.363549;
forearmLeft;0.253558;
upperarmLeft;0.262074;
shoulderHalfLeft;0.183544;
neck;0.0779291;
shoulderHalfRight;0.200676;
upperarmRight;0.211843;
forearmRight;0.198946;
shoulder;0.367125;
upperBody;0.242829;
hip;0.15288;
lowerBody;0.338142;
body;0.580931;
lowerLegLeft;0.265614;
upperLegLeft;0.448318;
upperLegRight;0.400198;
lowerLegRight;0.364113;
forearmLeft;0.25353;
upperarmLeft;0.26239;
shoulderHalfLeft;0.183927;
neck;0.0779355;
shoulderHalfRight;0.200642;
upperarmRight;0.211909;
forearmRight;0.198956;
shoulder;0.366775;
upperBody;0.24285;
hip;0.15294;
lowerBody;0.338227;
body;0.581037;
lowerLegLeft;0.26573;
upperLegLeft;0.448154;
upperLegRight;0.400168;
lowerLegRight;0.363916;
forearmLeft;0.253545;
upperarmLeft;0.262411;
shoulderHalfLeft;0.183763;
neck;0.0779293;
shoulderHalfRight;0.200558;
upperarmRight;0.211741;
forearmRight;0.198966;
shoulder;0.366594;
upperBody;0.242835;
hip;0.152945;
lowerBody;0.33821;
body;0.581005;
lowerLegLeft;0.265811;
upperLegLeft;0.448194;
upperLegRight;0.400247;
lowerLegRight;0.363849;
forearmLeft;0.25368;
upperarmLeft;0.262469;
shoulderHalfLeft;0.183547;
neck;0.0779358;
shoulderHalfRight;0.200515;
upperarmRight;0.2116;
forearmRight;0.198975;
shoulder;0.366395;
upperBody;0.242852;
hip;0.152935;
lowerBody;0.338217;
body;0.58103;
lowerLegLeft;0.266813;
upperLegLeft;0.448177;
upperLegRight;0.400348;
lowerLegRight;0.363917;
forearmLeft;0.254393;
upperarmLeft;0.261853;
shoulderHalfLeft;0.183474;
neck;0.0779609;
shoulderHalfRight;0.200518;
upperarmRight;0.21163;
forearmRight;0.198978;
shoulder;0.36631;
upperBody;0.242906;
hip;0.152897;
lowerBody;0.338241;
body;0.581107;
lowerLegLeft;0.266655;
upperLegLeft;0.448303;
upperLegRight;0.400368;
lowerLegRight;0.363786;
forearmLeft;0.25457;
upperarmLeft;0.261827;
shoulderHalfLeft;0.18342;
neck;0.0779741;
shoulderHalfRight;0.200413;
upperarmRight;0.211676;
forearmRight;0.198984;
shoulder;0.366167;
upperBody;0.242953;
hip;0.152816;
lowerBody;0.338379;
body;0.581293;
lowerLegLeft;0.266971;
upperLegLeft;0.447885;
upperLegRight;0.400323;
lowerLegRight;0.363846;
forearmLeft;0.254556;
upperarmLeft;0.261911;
shoulderHalfLeft;0.183253;
neck;0.0779766;
shoulderHalfRight;0.200384;
upperarmRight;0.21172;
forearmRight;0.198989;
shoulder;0.366022;
upperBody;0.242967;
hip;0.152774;
lowerBody;0.338403;
body;0.581331;
lowerLegLeft;0.266722;
upperLegLeft;0.448079;
upperLegRight;0.399675;
lowerLegRight;0.364263;
forearmLeft;0.254443;
upperarmLeft;0.261989;
shoulderHalfLeft;0.18312;
neck;0.0779696;
shoulderHalfRight;0.200355;
upperarmRight;0.211169;
forearmRight;0.199002;
shoulder;0.365897;
upperBody;0.242954;
hip;0.152782;
lowerBody;0.338401;
body;0.581315;
lowerLegLeft;0.265906;
upperLegLeft;0.448075;
upperLegRight;0.399356;
lowerLegRight;0.365059;
forearmLeft;0.25459;
upperarmLeft;0.261933;
shoulderHalfLeft;0.183042;
neck;0.0779605;
shoulderHalfRight;0.200332;
upperarmRight;0.211284;
forearmRight;0.199006;
shoulder;0.365848;
upperBody;0.242932;
hip;0.152801;
lowerBody;0.338318;
body;0.581211;
lowerLegLeft;0.266081;
upperLegLeft;0.448217;
upperLegRight;0.399221;
lowerLegRight;0.365448;
forearmLeft;0.25461;
upperarmLeft;0.262041;
shoulderHalfLeft;0.182974;
neck;0.0779528;
shoulderHalfRight;0.200184;
upperarmRight;0.211324;
forearmRight;0.199009;
shoulder;0.365662;
upperBody;0.24292;
hip;0.152849;
lowerBody;0.338304;
body;0.581185;
lowerLegLeft;0.266558;
upperLegLeft;0.448283;
upperLegRight;0.39878;
lowerLegRight;0.36612;
forearmLeft;0.254624;
upperarmLeft;0.26215;
shoulderHalfLeft;0.182864;
neck;0.0779864;
shoulderHalfRight;0.200143;
upperarmRight;0.211514;
forearmRight;0.199012;
shoulder;0.36549;
upperBody;0.242966;
hip;0.152858;
lowerBody;0.33842;
body;0.581346;
lowerLegLeft;0.265074;
upperLegLeft;0.448128;
upperLegRight;0.39797;
lowerLegRight;0.366882;
forearmLeft;0.25449;
upperarmLeft;0.262178;
shoulderHalfLeft;0.182847;
neck;0.0779852;
shoulderHalfRight;0.200093;
upperarmRight;0.211581;
forearmRight;0.199014;
shoulder;0.36542;
upperBody;0.242965;
hip;0.152874;
lowerBody;0.338418;
body;0.581344;
lowerLegLeft;0.265143;
upperLegLeft;0.448092;
upperLegRight;0.397522;
lowerLegRight;0.366751;
forearmLeft;0.254598;
upperarmLeft;0.26222;
shoulderHalfLeft;0.182795;
neck;0.0779801;
shoulderHalfRight;0.200028;
upperarmRight;0.212434;
forearmRight;0.199035;
shoulder;0.365294;
upperBody;0.24295;
hip;0.152854;
lowerBody;0.338379;
body;0.58129;
lowerLegLeft;0.265983;
upperLegLeft;0.448179;
upperLegRight;0.397508;
lowerLegRight;0.367407;
forearmLeft;0.254643;
upperarmLeft;0.262102;
shoulderHalfLeft;0.182815;
neck;0.0779774;
shoulderHalfRight;0.201084;
upperarmRight;0.210985;
forearmRight;0.199032;
shoulder;0.367102;
upperBody;0.242947;
hip;0.152861;
lowerBody;0.338375;
body;0.581284;
lowerLegLeft;0.266634;
upperLegLeft;0.448102;
upperLegRight;0.397826;
lowerLegRight;0.367363;
forearmLeft;0.254769;
upperarmLeft;0.262066;
shoulderHalfLeft;0.182674;
neck;0.077982;
shoulderHalfRight;0.200983;
upperarmRight;0.211058;
forearmRight;0.199031;
shoulder;0.366797;
upperBody;0.242972;
hip;0.152862;
lowerBody;0.338426;
body;0.581359;
lowerLegLeft;0.265599;
upperLegLeft;0.448006;
upperLegRight;0.397404;
lowerLegRight;0.367911;
forearmLeft;0.254617;
upperarmLeft;0.262146;
shoulderHalfLeft;0.182605;
neck;0.0779897;
shoulderHalfRight;0.200828;
upperarmRight;0.211274;
forearmRight;0.199033;
shoulder;0.366491;
upperBody;0.243015;
hip;0.152847;
lowerBody;0.338525;
body;0.581501;
lowerLegLeft;0.266597;
upperLegLeft;0.447881;
upperLegRight;0.398655;
lowerLegRight;0.366393;
forearmLeft;0.254574;
upperarmLeft;0.262161;
shoulderHalfLeft;0.182639;
neck;0.0779906;
shoulderHalfRight;0.200668;
upperarmRight;0.211902;
forearmRight;0.199025;
shoulder;0.366273;
upperBody;0.24302;
hip;0.152846;
lowerBody;0.338528;
body;0.581509;
lowerLegLeft;0.26534;
upperLegLeft;0.447905;
upperLegRight;0.399261;
lowerLegRight;0.365896;
forearmLeft;0.254564;
upperarmLeft;0.262062;
shoulderHalfLeft;0.182612;
neck;0.0779612;
shoulderHalfRight;0.20057;
upperarmRight;0.212035;
forearmRight;0.199024;
shoulder;0.366158;
upperBody;0.242957;
hip;0.152862;
lowerBody;0.338496;
body;0.581414;
lowerLegLeft;0.265647;
upperLegLeft;0.447919;
upperLegRight;0.39842;
lowerLegRight;0.366327;
forearmLeft;0.25455;
upperarmLeft;0.262134;
shoulderHalfLeft;0.182529;
neck;0.0779518;
shoulderHalfRight;0.201199;
upperarmRight;0.211016;
forearmRight;0.199023;
shoulder;0.367356;
upperBody;0.242936;
hip;0.152854;
lowerBody;0.338471;
body;0.581368;
lowerLegLeft;0.265702;
upperLegLeft;0.44803;
upperLegRight;0.398744;
lowerLegRight;0.365783;
forearmLeft;0.254589;
upperarmLeft;0.262158;
shoulderHalfLeft;0.182533;
neck;0.0779481;
shoulderHalfRight;0.201;
upperarmRight;0.211331;
forearmRight;0.199028;
shoulder;0.367015;
upperBody;0.24293;
hip;0.152823;
lowerBody;0.338467;
body;0.581357;
lowerLegLeft;0.266151;
upperLegLeft;0.447956;
upperLegRight;0.398142;
lowerLegRight;0.365649;
forearmLeft;0.254655;
upperarmLeft;0.262066;
shoulderHalfLeft;0.182554;
neck;0.0779402;
shoulderHalfRight;0.200783;
upperarmRight;0.21214;
forearmRight;0.199037;
shoulder;0.366713;
upperBody;0.242915;
hip;0.152852;
lowerBody;0.33843;
body;0.581307;
lowerLegLeft;0.265949;
upperLegLeft;0.447963;
upperLegRight;0.397741;
lowerLegRight;0.365467;
forearmLeft;0.255322;
upperarmLeft;0.261483;
shoulderHalfLeft;0.182598;
neck;0.0779437;
shoulderHalfRight;0.20061;
upperarmRight;0.212297;
forearmRight;0.199042;
shoulder;0.366509;
upperBody;0.242921;
hip;0.152846;
lowerBody;0.338447;
body;0.581329;
lowerLegLeft;0.266202;
upperLegLeft;0.447908;
upperLegRight;0.39787;
lowerLegRight;0.36538;
forearmLeft;0.255308;
upperarmLeft;0.261451;
shoulderHalfLeft;0.182636;
neck;0.0779411;
shoulderHalfRight;0.200459;
upperarmRight;0.212589;
forearmRight;0.199045;
shoulder;0.366306;
upperBody;0.242907;
hip;0.152782;
lowerBody;0.338396;
body;0.581265;
lowerLegLeft;0.266407;
upperLegLeft;0.448023;
upperLegRight;0.39834;
lowerLegRight;0.364988;
forearmLeft;0.255603;
upperarmLeft;0.261412;
shoulderHalfLeft;0.182676;
neck;0.0779418;
shoulderHalfRight;0.200285;
upperarmRight;0.212546;
forearmRight;0.199046;
shoulder;0.366126;
upperBody;0.242914;
hip;0.152773;
lowerBody;0.338403;
body;0.581279;
lowerLegLeft;0.26385;
upperLegLeft;0.448039;
upperLegRight;0.398607;
lowerLegRight;0.365355;
forearmLeft;0.256074;
upperarmLeft;0.260954;
shoulderHalfLeft;0.182671;
neck;0.0779313;
shoulderHalfRight;0.200181;
upperarmRight;0.21271;
forearmRight;0.199041;
shoulder;0.365965;
upperBody;0.242893;
hip;0.152778;
lowerBody;0.338391;
body;0.581246;
lowerLegLeft;0.26463;
upperLegLeft;0.447953;
upperLegRight;0.398916;
lowerLegRight;0.36486;
forearmLeft;0.245458;
upperarmLeft;0.270193;
shoulderHalfLeft;0.182624;
neck;0.0779594;
shoulderHalfRight;0.200036;
upperarmRight;0.214078;
forearmRight;0.199059;
shoulder;0.365732;
upperBody;0.24297;
hip;0.15273;
lowerBody;0.338464;
body;0.581397;
lowerLegLeft;0.264109;
upperLegLeft;0.447993;
upperLegRight;0.399378;
lowerLegRight;0.364611;
forearmLeft;0.250555;
upperarmLeft;0.266022;
shoulderHalfLeft;0.182616;
neck;0.0779749;
shoulderHalfRight;0.199956;
upperarmRight;0.214208;
forearmRight;0.199075;
shoulder;0.365581;
upperBody;0.243005;
hip;0.152729;
lowerBody;0.338478;
body;0.581445;
lowerLegLeft;0.265103;
upperLegLeft;0.447984;
upperLegRight;0.39967;
lowerLegRight;0.364686;
forearmLeft;0.252794;
upperarmLeft;0.264063;
shoulderHalfLeft;0.182652;
neck;0.0779684;
shoulderHalfRight;0.199879;
upperarmRight;0.213596;
forearmRight;0.199087;
shoulder;0.365517;
upperBody;0.242992;
hip;0.152712;
lowerBody;0.338464;
body;0.581418;
lowerLegLeft;0.265202;
upperLegLeft;0.448005;
upperLegRight;0.399311;
lowerLegRight;0.364583;
forearmLeft;0.254145;
upperarmLeft;0.262998;
shoulderHalfLeft;0.182574;
neck;0.0779641;
shoulderHalfRight;0.199894;
upperarmRight;0.213858;
forearmRight;0.199096;
shoulder;0.36542;
upperBody;0.242982;
hip;0.152715;
lowerBody;0.338459;
body;0.581404;
lowerLegLeft;0.265808;
upperLegLeft;0.448096;
upperLegRight;0.399205;
lowerLegRight;0.366345;
forearmLeft;0.25404;
upperarmLeft;0.263021;
shoulderHalfLeft;0.182591;
neck;0.0779558;
shoulderHalfRight;0.199846;
upperarmRight;0.213429;
forearmRight;0.199052;
shoulder;0.365349;
upperBody;0.24297;
hip;0.152763;
lowerBody;0.338401;
body;0.581333;
lowerLegLeft;0.266336;
upperLegLeft;0.448241;
upperLegRight;0.398599;
lowerLegRight;0.366347;
forearmLeft;0.255039;
upperarmLeft;0.262208;
shoulderHalfLeft;0.182688;
neck;0.0779382;
shoulderHalfRight;0.199691;
upperarmRight;0.212992;
forearmRight;0.199062;
shoulder;0.365292;
upperBody;0.242929;
hip;0.152767;
lowerBody;0.338361;
body;0.581253;
lowerLegLeft;0.266348;
upperLegLeft;0.448344;
upperLegRight;0.398986;
lowerLegRight;0.366062;
forearmLeft;0.255626;
upperarmLeft;0.26168;
shoulderHalfLeft;0.182659;
neck;0.0779271;
shoulderHalfRight;0.199674;
upperarmRight;0.213658;
forearmRight;0.199066;
shoulder;0.365239;
upperBody;0.242899;
hip;0.15275;
lowerBody;0.338323;
body;0.581185;
lowerLegLeft;0.266298;
upperLegLeft;0.448484;
upperLegRight;0.398893;
lowerLegRight;0.365713;
forearmLeft;0.256223;
upperarmLeft;0.261162;
shoulderHalfLeft;0.182698;
neck;0.0779231;
shoulderHalfRight;0.19964;
upperarmRight;0.212892;
forearmRight;0.19906;
shoulder;0.365197;
upperBody;0.242895;
hip;0.152773;
lowerBody;0.338313;
body;0.581171;
lowerLegLeft;0.266316;
upperLegLeft;0.448647;
upperLegRight;0.399398;
lowerLegRight;0.365316;
forearmLeft;0.243526;
upperarmLeft;0.271876;
shoulderHalfLeft;0.182681;
neck;0.0779044;
shoulderHalfRight;0.199585;
upperarmRight;0.212527;
forearmRight;0.199068;
shoulder;0.365137;
upperBody;0.242861;
hip;0.152813;
lowerBody;0.338276;
body;0.5811;
lowerLegLeft;0.266431;
upperLegLeft;0.448721;
upperLegRight;0.399132;
lowerLegRight;0.365219;
forearmLeft;0.240935;
upperarmLeft;0.274164;
shoulderHalfLeft;0.182669;
neck;0.0779072;
shoulderHalfRight;0.199556;
upperarmRight;0.212086;
forearmRight;0.199086;
shoulder;0.365095;
upperBody;0.242865;
hip;0.152771;
lowerBody;0.338279;
body;0.581107;
lowerLegLeft;0.266321;
upperLegLeft;0.448708;
upperLegRight;0.399063;
lowerLegRight;0.36504;
forearmLeft;0.245269;
upperarmLeft;0.270548;
shoulderHalfLeft;0.182656;
neck;0.0778867;
shoulderHalfRight;0.199542;
upperarmRight;0.210614;
forearmRight;0.19912;
shoulder;0.365061;
upperBody;0.242825;
hip;0.152802;
lowerBody;0.338245;
body;0.581033;
lowerLegLeft;0.265082;
upperLegLeft;0.448724;
upperLegRight;0.398865;
lowerLegRight;0.365633;
forearmLeft;0.24134;
upperarmLeft;0.273814;
shoulderHalfLeft;0.182725;
neck;0.0778673;
shoulderHalfRight;0.199462;
upperarmRight;0.210688;
forearmRight;0.199133;
shoulder;0.364996;
upperBody;0.242778;
hip;0.152889;
lowerBody;0.338192;
body;0.580933;
lowerLegLeft;0.2651;
upperLegLeft;0.448766;
upperLegRight;0.399092;
lowerLegRight;0.36516;
forearmLeft;0.239203;
upperarmLeft;0.275733;
shoulderHalfLeft;0.182718;
neck;0.0778656;
shoulderHalfRight;0.1994;
upperarmRight;0.211189;
forearmRight;0.199139;
shoulder;0.364933;
upperBody;0.242772;
hip;0.152884;
lowerBody;0.338181;
body;0.580916;
lowerLegLeft;0.265641;
upperLegLeft;0.448599;
upperLegRight;0.401776;
lowerLegRight;0.363426;
forearmLeft;0.247231;
upperarmLeft;0.268924;
shoulderHalfLeft;0.182731;
neck;0.0778523;
shoulderHalfRight;0.199364;
upperarmRight;0.211376;
forearmRight;0.199158;
shoulder;0.364912;
upperBody;0.24273;
hip;0.152951;
lowerBody;0.33811;
body;0.580804;
lowerLegLeft;0.266105;
upperLegLeft;0.44833;
upperLegRight;0.401887;
lowerLegRight;0.363078;
forearmLeft;0.248349;
upperarmLeft;0.267602;
shoulderHalfLeft;0.182737;
neck;0.0778485;
shoulderHalfRight;0.199393;
upperarmRight;0.211469;
forearmRight;0.199166;
shoulder;0.364903;
upperBody;0.24272;
hip;0.152989;
lowerBody;0.338099;
body;0.580783;
lowerLegLeft;0.266322;
upperLegLeft;0.448355;
upperLegRight;0.401929;
lowerLegRight;0.363142;
forearmLeft;0.251498;
upperarmLeft;0.26489;
shoulderHalfLeft;0.182756;
neck;0.0778335;
shoulderHalfRight;0.19938;
upperarmRight;0.211705;
forearmRight;0.199183;
shoulder;0.364921;
upperBody;0.242677;
hip;0.15309;
lowerBody;0.338044;
body;0.580684;
lowerLegLeft;0.266314;
upperLegLeft;0.448534;
upperLegRight;0.401048;
lowerLegRight;0.364124;
forearmLeft;0.252389;
upperarmLeft;0.26402;
shoulderHalfLeft;0.182734;
neck;0.0778312;
shoulderHalfRight;0.199357;
upperarmRight;0.206944;
forearmRight;0.199204;
shoulder;0.364851;
upperBody;0.242667;
hip;0.1531;
lowerBody;0.338033;
body;0.580664;
lowerLegLeft;0.266411;
upperLegLeft;0.448563;
upperLegRight;0.400049;
lowerLegRight;0.364738;
forearmLeft;0.252771;
upperarmLeft;0.263859;
shoulderHalfLeft;0.18266;
neck;0.077825;
shoulderHalfRight;0.199379;
upperarmRight;0.207886;
forearmRight;0.199139;
shoulder;0.364818;
upperBody;0.242644;
hip;0.15309;
lowerBody;0.338;
body;0.580608;
lowerLegLeft;0.265081;
upperLegLeft;0.449356;
upperLegRight;0.400218;
lowerLegRight;0.36404;
forearmLeft;0.243793;
upperarmLeft;0.271828;
shoulderHalfLeft;0.182714;
neck;0.0778228;
shoulderHalfRight;0.19934;
upperarmRight;0.207961;
forearmRight;0.199143;
shoulder;0.364803;
upperBody;0.242631;
hip;0.153075;
lowerBody;0.337968;
body;0.580562;
lowerLegLeft;0.265097;
upperLegLeft;0.449329;
upperLegRight;0.399354;
lowerLegRight;0.364545;
forearmLeft;0.241084;
upperarmLeft;0.274211;
shoulderHalfLeft;0.182765;
neck;0.0778251;
shoulderHalfRight;0.19927;
upperarmRight;0.209211;
forearmRight;0.199148;
shoulder;0.36482;
upperBody;0.24263;
hip;0.153087;
lowerBody;0.337956;
body;0.580549;
lowerLegLeft;0.26528;
upperLegLeft;0.449133;
upperLegRight;0.398841;
lowerLegRight;0.364999;
forearmLeft;0.240018;
upperarmLeft;0.274833;
shoulderHalfLeft;0.182793;
neck;0.077828;
shoulderHalfRight;0.199239;
upperarmRight;0.209244;
forearmRight;0.199145;
shoulder;0.364732;
upperBody;0.242638;
hip;0.15307;
lowerBody;0.337966;
body;0.580567;
lowerLegLeft;0.265493;
upperLegLeft;0.449137;
upperLegRight;0.398967;
lowerLegRight;0.36485;
forearmLeft;0.238927;
upperarmLeft;0.275317;
shoulderHalfLeft;0.182755;
neck;0.0778296;
shoulderHalfRight;0.199232;
upperarmRight;0.210164;
forearmRight;0.199138;
shoulder;0.364587;
upperBody;0.242641;
hip;0.153077;
lowerBody;0.337969;
body;0.580574;
lowerLegLeft;0.265793;
upperLegLeft;0.449057;
upperLegRight;0.398403;
lowerLegRight;0.367262;
forearmLeft;0.237235;
upperarmLeft;0.275152;
shoulderHalfLeft;0.182624;
neck;0.0778226;
shoulderHalfRight;0.199231;
upperarmRight;0.207487;
forearmRight;0.199177;
shoulder;0.364393;
upperBody;0.242623;
hip;0.1531;
lowerBody;0.33795;
body;0.580536;
lowerLegLeft;0.265523;
upperLegLeft;0.449164;
upperLegRight;0.398408;
lowerLegRight;0.366922;
forearmLeft;0.235892;
upperarmLeft;0.274463;
shoulderHalfLeft;0.182495;
neck;0.0778198;
shoulderHalfRight;0.199203;
upperarmRight;0.209;
forearmRight;0.199161;
shoulder;0.364168;
upperBody;0.242614;
hip;0.153086;
lowerBody;0.337939;
body;0.580515;
lowerLegLeft;0.266125;
upperLegLeft;0.448801;
upperLegRight;0.398154;
lowerLegRight;0.366723;
forearmLeft;0.234952;
upperarmLeft;0.273902;
shoulderHalfLeft;0.182439;
neck;0.0778205;
shoulderHalfRight;0.199185;
upperarmRight;0.210037;
forearmRight;0.199184;
shoulder;0.364064;
upperBody;0.242611;
hip;0.153076;
lowerBody;0.33793;
body;0.580504;
lowerLegLeft;0.265279;
upperLegLeft;0.449343;
upperLegRight;0.398059;
lowerLegRight;0.367203;
forearmLeft;0.234567;
upperarmLeft;0.273772;
shoulderHalfLeft;0.182403;
neck;0.0778183;
shoulderHalfRight;0.199182;
upperarmRight;0.210862;
forearmRight;0.199178;
shoulder;0.363974;
upperBody;0.242602;
hip;0.153096;
lowerBody;0.337915;
body;0.58048;
lowerLegLeft;0.265607;
upperLegLeft;0.449309;
upperLegRight;0.398043;
lowerLegRight;0.367153;
forearmLeft;0.233653;
upperarmLeft;0.273543;
shoulderHalfLeft;0.182322;
neck;0.0778198;
shoulderHalfRight;0.199201;
upperarmRight;0.210979;
forearmRight;0.199181;
shoulder;0.36388;
upperBody;0.242604;
hip;0.153064;
lowerBody;0.337912;
body;0.580478;
lowerLegLeft;0.265289;
upperLegLeft;0.44941;
upperLegRight;0.398061;
lowerLegRight;0.3678;
forearmLeft;0.233146;
upperarmLeft;0.273445;
shoulderHalfLeft;0.182315;
neck;0.0778193;
shoulderHalfRight;0.199226;
upperarmRight;0.210909;
forearmRight;0.199206;
shoulder;0.363829;
upperBody;0.242602;
hip;0.153124;
lowerBody;0.337906;
body;0.580471;
lowerLegLeft;0.265261;
upperLegLeft;0.449282;
upperLegRight;0.399025;
lowerLegRight;0.366328;
forearmLeft;0.240289;
upperarmLeft;0.267132;
shoulderHalfLeft;0.182214;
neck;0.0778373;
shoulderHalfRight;0.19923;
upperarmRight;0.212528;
forearmRight;0.199211;
shoulder;0.363756;
upperBody;0.242658;
hip;0.153035;
lowerBody;0.337997;
body;0.580618;
lowerLegLeft;0.26256;
upperLegLeft;0.448259;
upperLegRight;0.398301;
lowerLegRight;0.365292;
forearmLeft;0.241808;
upperarmLeft;0.26528;
shoulderHalfLeft;0.18213;
neck;0.0778315;
shoulderHalfRight;0.199205;
upperarmRight;0.212475;
forearmRight;0.19921;
shoulder;0.363576;
upperBody;0.242645;
hip;0.15312;
lowerBody;0.337966;
body;0.580574;
lowerLegLeft;0.263363;
upperLegLeft;0.448435;
upperLegRight;0.398222;
lowerLegRight;0.365277;
forearmLeft;0.239665;
upperarmLeft;0.266208;
shoulderHalfLeft;0.182079;
neck;0.0778282;
shoulderHalfRight;0.199185;
upperarmRight;0.212793;
forearmRight;0.199174;
shoulder;0.363475;
upperBody;0.242635;
hip;0.153127;
lowerBody;0.337955;
body;0.580553;
lowerLegLeft;0.2632;
upperLegLeft;0.448484;
upperLegRight;0.398365;
lowerLegRight;0.365447;
forearmLeft;0.238513;
upperarmLeft;0.266208;
shoulderHalfLeft;0.182088;
neck;0.0778275;
shoulderHalfRight;0.199184;
upperarmRight;0.210324;
forearmRight;0.199227;
shoulder;0.363451;
upperBody;0.242631;
hip;0.153139;
lowerBody;0.337951;
body;0.580545;
lowerLegLeft;0.263962;
upperLegLeft;0.448354;
upperLegRight;0.398224;
lowerLegRight;0.36545;
forearmLeft;0.237368;
upperarmLeft;0.266564;
shoulderHalfLeft;0.182028;
neck;0.0777984;
shoulderHalfRight;0.200354;
upperarmRight;0.207965;
forearmRight;0.199257;
shoulder;0.365389;
upperBody;0.242585;
hip;0.153183;
lowerBody;0.337796;
body;0.580346;
lowerLegLeft;0.264671;
upperLegLeft;0.448578;
upperLegRight;0.399379;
lowerLegRight;0.364777;
forearmLeft;0.236653;
upperarmLeft;0.266645;
shoulderHalfLeft;0.181955;
neck;0.0777917;
shoulderHalfRight;0.200274;
upperarmRight;0.209625;
forearmRight;0.199273;
shoulder;0.365126;
upperBody;0.242563;
hip;0.153205;
lowerBody;0.337771;
body;0.580299;
lowerLegLeft;0.265047;
upperLegLeft;0.44857;
upperLegRight;0.399018;
